error_id,timestamp,user_id,action,product_name,error_message
2025-01-04 11:39:33,SYSTEM,BACKUP,SUCCESS,Files backed up to /home/btu59049/envanter_yonetimi/backups/backup_20250104_113930.tar.gz
2025-01-04 11:40:54,admin,0,success_admin,10.0.2.15
1735980286,2025-01-04 11:44:46,,INVALID_OPERATION,,Invalid operation
2025-01-04 11:45:12,admin,0,success_admin,10.0.2.15
1735980337,2025-01-04 11:45:37,,CREATE,hesap makinesi,Product name contains spaces
1735980370,2025-01-04 11:46:10,,CREATE_SUCCESS,hesapmakinesi,Product created successfully
2025-01-04 11:48:37,admin,0,success_admin,10.0.2.15
2025-01-04 12:10:07,admin,0,success_admin,10.0.2.15
2025-01-04 12:11:20,admin,0,success_admin,10.0.2.15
2025-01-04 12:12:26,admin,0,success_admin,10.0.2.15
2025-01-04 12:46:38,admin,0,success_admin,10.0.2.15
1735984158,2025-01-04 12:49:18,,CREATE,hesapmakinesi,Duplicate product name
2025-01-04 12:52:04,admin,0,success_admin,10.0.2.15
1735984353,2025-01-04 12:52:33,,DELETE_CANCELLED,hesapmakinesi,Delete operation cancelled by user
1735984557,2025-01-04 12:55:57,,CREATE,as as,Product name contains spaces
1735984588,2025-01-04 12:56:28,,CREATE,suşişesi,Invalid stock quantity
1735984621,2025-01-04 12:57:01,,DELETE_SUCCESS,bardak,Product deleted successfully
2025-01-04 13:00:06,admin,0,success_admin,10.0.2.15
2025-01-04 13:12:56,admin,0,success_admin,10.0.2.15
1735985603,2025-01-04 13:13:23,,CREATE-warning,şarj aleti,Product name contains spaces
2025-01-04 13:24:00,admin,0,success_admin,10.0.2.15
1735986459,2025-01-04 13:27:39,,DELETE-warning,elma,Delete operation cancelled by user
2025-01-04 13:45:01,admin,0,success_admin,10.0.2.15
2025-01-04 13:46:16,admin,0,success_admin,10.0.2.15
2025-01-04 13:50:46,admin,0,success_admin,10.0.2.15
2025-01-04 13:54:33,admin,0,success_admin,10.0.2.15
2025-01-04 13:57:01,admin,0,success_admin,10.0.2.15
1735988336,2025-01-04 13:58:56,,VALIDATION_ERROR,No role selected
1735988347,2025-01-04 13:59:07,,VALIDATION_ERROR,No role selected
2025-01-04 13:59:21,admin,0,success_admin,10.0.2.15
2025-01-04 14:00:23,admin,0,success_admin,10.0.2.15
2025-01-04 14:01:44,admin,0,success_admin,10.0.2.15
2025-01-04 14:02:29,admin,0,success_admin,10.0.2.15
2025-01-04 14:02:48,SYSTEM,BACKUP,SUCCESS,Files backed up to /home/btu59049/envanter_yonetimi/backups/backup_20250104_140244.tar.gz
2025-01-04 14:05:23,admin,0,success_admin,10.0.2.15
2025-01-04 14:06:02,SYSTEM,BACKUP,SUCCESS,Files backed up to /home/btu59049/envanter_yonetimi/backups/backup_20250104_140558.tar.gz
2025-01-04 14:08:53,admin,0,success_admin,10.0.2.15
2025-01-04 17:49:08,admin,0,success_admin,10.0.2.15
2025-01-04 17:54:08,admin,0,success_admin,10.0.2.15
